Time,Open,High,Low,Close,Volume
2019-11-11 07:47:55,108.964,108.964,108.963,108.963,2
2019-11-11 07:48:00,108.964,108.964,108.963,108.963,2
2019-11-11 07:48:05,108.961,108.961,108.95700000000001,108.958,7
2019-11-11 07:48:10,108.95700000000001,108.958,108.95700000000001,108.958,2
2019-11-11 07:48:20,108.959,108.959,108.958,108.958,8
2019-11-11 07:48:25,108.95700000000001,108.95700000000001,108.95700000000001,108.95700000000001,1
2019-11-11 07:48:30,108.958,108.958,108.95700000000001,108.95700000000001,2
2019-11-11 07:48:35,108.958,108.958,108.95700000000001,108.958,3
2019-11-11 07:48:50,108.959,108.959,108.959,108.959,1
2019-11-11 07:49:05,108.958,108.958,108.958,108.958,2
2019-11-11 07:49:10,108.958,108.958,108.958,108.958,2
2019-11-11 07:49:15,108.958,108.958,108.958,108.958,2
2019-11-11 07:49:20,108.958,108.958,108.958,108.958,2
2019-11-11 07:49:25,108.96,108.96,108.96,108.96,1
2019-11-11 07:49:30,108.961,108.964,108.961,108.964,3
2019-11-11 07:49:35,108.964,108.96600000000001,108.964,108.96600000000001,2
2019-11-11 07:49:45,108.964,108.964,108.964,108.964,1
2019-11-11 07:50:05,108.965,108.965,108.964,108.964,2
2019-11-11 07:50:15,108.965,108.96799999999999,108.965,108.96799999999999,6
2019-11-11 07:50:30,108.97,108.97200000000001,108.97,108.97200000000001,2
2019-11-11 07:50:35,108.97,108.97,108.96600000000001,108.96700000000001,7
2019-11-11 07:50:40,108.96600000000001,108.96700000000001,108.96600000000001,108.96700000000001,2
2019-11-11 07:50:45,108.96799999999999,108.97,108.96799999999999,108.969,3
2019-11-11 07:50:55,108.96700000000001,108.96700000000001,108.96700000000001,108.96700000000001,1
2019-11-11 07:51:00,108.96600000000001,108.96700000000001,108.96600000000001,108.96700000000001,4
2019-11-11 07:51:10,108.96799999999999,108.96799999999999,108.96799999999999,108.96799999999999,1
2019-11-11 07:51:15,108.96700000000001,108.96700000000001,108.96600000000001,108.96600000000001,3
2019-11-11 07:51:20,108.96799999999999,108.96799999999999,108.96600000000001,108.96799999999999,3
2019-11-11 07:51:25,108.96600000000001,108.96799999999999,108.965,108.965,6
2019-11-11 07:51:30,108.964,108.964,108.964,108.964,1
2019-11-11 07:51:35,108.963,108.963,108.963,108.963,1
2019-11-11 07:51:45,108.964,108.964,108.964,108.964,1
2019-11-11 07:51:50,108.96600000000001,108.96799999999999,108.96600000000001,108.96799999999999,4
2019-11-11 07:51:55,108.96600000000001,108.96600000000001,108.962,108.962,6
2019-11-11 07:52:05,108.964,108.964,108.964,108.964,1
2019-11-11 07:52:30,108.965,108.965,108.964,108.964,8
2019-11-11 07:52:40,108.962,108.962,108.962,108.962,1
2019-11-11 07:52:45,108.962,108.962,108.962,108.962,3
2019-11-11 07:52:50,108.96,108.962,108.959,108.96,7
2019-11-11 07:52:55,108.959,108.959,108.956,108.956,3
2019-11-11 07:53:05,108.956,108.956,108.956,108.956,2
2019-11-11 07:53:15,108.958,108.959,108.958,108.959,6
2019-11-11 07:53:20,108.96,108.964,108.96,108.964,4
2019-11-11 07:53:25,108.96600000000001,108.96700000000001,108.96600000000001,108.96600000000001,3
2019-11-11 07:53:30,108.964,108.964,108.958,108.96,7
2019-11-11 07:53:35,108.96,108.96,108.959,108.959,2
2019-11-11 07:53:50,108.96,108.964,108.96,108.964,4
2019-11-11 07:54:00,108.96600000000001,108.96799999999999,108.96600000000001,108.96799999999999,7
2019-11-11 07:54:30,108.96600000000001,108.96600000000001,108.96600000000001,108.96600000000001,4
2019-11-11 07:54:35,108.964,108.964,108.964,108.964,1
2019-11-11 07:54:40,108.964,108.964,108.964,108.964,3
2019-11-11 07:54:45,108.964,108.964,108.964,108.964,1
2019-11-11 07:54:50,108.964,108.964,108.964,108.964,2
2019-11-11 07:55:00,108.964,108.964,108.962,108.962,5
2019-11-11 07:55:30,108.961,108.961,108.96,108.96,2
2019-11-11 07:55:35,108.958,108.959,108.958,108.959,2
2019-11-11 07:55:40,108.958,108.959,108.958,108.958,5
2019-11-11 07:55:45,108.959,108.959,108.958,108.958,2
2019-11-11 07:55:50,108.959,108.959,108.959,108.959,1
2019-11-11 07:55:55,108.958,108.959,108.958,108.958,3
2019-11-11 07:56:00,108.959,108.962,108.959,108.962,3
2019-11-11 07:56:05,108.964,108.964,108.964,108.964,1
2019-11-11 07:56:10,108.963,108.963,108.963,108.963,1
2019-11-11 07:56:15,108.964,108.964,108.964,108.964,1
2019-11-11 07:56:20,108.963,108.964,108.963,108.963,3
2019-11-11 07:56:40,108.962,108.963,108.96,108.96,6
2019-11-11 07:56:50,108.962,108.963,108.962,108.963,2
2019-11-11 07:57:35,108.962,108.962,108.962,108.962,2
2019-11-11 07:57:40,108.962,108.962,108.96,108.96,6
2019-11-11 07:57:45,108.958,108.958,108.958,108.958,1
2019-11-11 07:57:50,108.958,108.962,108.958,108.962,7
2019-11-11 07:58:15,108.961,108.961,108.96,108.96,4
2019-11-11 07:58:20,108.961,108.961,108.961,108.961,1
2019-11-11 07:58:25,108.962,108.962,108.961,108.961,2
2019-11-11 07:58:30,108.962,108.962,108.961,108.962,11
2019-11-11 07:58:35,108.964,108.965,108.962,108.962,4
2019-11-11 07:58:45,108.961,108.962,108.96,108.96,3
2019-11-11 07:58:50,108.959,108.959,108.958,108.958,2
2019-11-11 07:58:55,108.95700000000001,108.958,108.95700000000001,108.95700000000001,9
2019-11-11 07:59:00,108.958,108.96,108.958,108.96,3
2019-11-11 07:59:05,108.962,108.962,108.962,108.962,1
2019-11-11 07:59:10,108.96,108.962,108.96,108.962,2
2019-11-11 07:59:20,108.96,108.96,108.958,108.958,3
2019-11-11 07:59:25,108.956,108.956,108.956,108.956,1
2019-11-11 07:59:30,108.958,108.958,108.958,108.958,1
2019-11-11 07:59:35,108.959,108.959,108.959,108.959,1
2019-11-11 07:59:40,108.96,108.962,108.96,108.962,2
2019-11-11 07:59:45,108.96,108.962,108.959,108.962,4
2019-11-11 07:59:50,108.961,108.961,108.961,108.961,1
2019-11-11 07:59:55,108.962,108.962,108.962,108.962,1
2019-11-11 08:00:00,108.961,108.961,108.956,108.956,10
2019-11-11 08:00:05,108.956,108.956,108.956,108.956,2
2019-11-11 08:00:10,108.956,108.956,108.95299999999999,108.954,11
2019-11-11 08:00:15,108.954,108.956,108.954,108.956,8
2019-11-11 08:00:20,108.954,108.956,108.954,108.954,6
2019-11-11 08:00:25,108.95200000000001,108.95200000000001,108.95100000000001,108.95100000000001,4
2019-11-11 08:00:30,108.95,108.95,108.948,108.948,6
2019-11-11 08:00:50,108.95,108.95,108.95,108.95,1
2019-11-11 08:00:55,108.95100000000001,108.95200000000001,108.95100000000001,108.95200000000001,2
2019-11-11 08:01:00,108.95299999999999,108.956,108.95299999999999,108.956,3
2019-11-11 08:01:05,108.955,108.955,108.954,108.954,2
2019-11-11 08:01:10,108.95200000000001,108.95200000000001,108.95200000000001,108.95200000000001,1
2019-11-11 08:01:15,108.95100000000001,108.95100000000001,108.95100000000001,108.95100000000001,1
2019-11-11 08:01:20,108.949,108.95,108.946,108.946,8
2019-11-11 08:01:30,108.946,108.946,108.946,108.946,2
2019-11-11 08:01:40,108.947,108.95,108.947,108.95,3
2019-11-11 08:01:45,108.95200000000001,108.954,108.95200000000001,108.954,3
2019-11-11 08:01:50,108.956,108.956,108.95200000000001,108.95200000000001,5
2019-11-11 08:01:55,108.95200000000001,108.954,108.95200000000001,108.954,3
2019-11-11 08:02:00,108.956,108.956,108.95299999999999,108.95299999999999,9
2019-11-11 08:02:05,108.95200000000001,108.95200000000001,108.95200000000001,108.95200000000001,5
2019-11-11 08:02:10,108.95200000000001,108.95200000000001,108.95200000000001,108.95200000000001,1
2019-11-11 08:02:15,108.954,108.954,108.954,108.954,1
2019-11-11 08:02:20,108.955,108.958,108.955,108.958,3
2019-11-11 08:02:25,108.956,108.956,108.95,108.95,7
2019-11-11 08:02:35,108.95200000000001,108.954,108.95200000000001,108.95299999999999,6
2019-11-11 08:02:40,108.954,108.958,108.954,108.958,5
2019-11-11 08:02:45,108.95700000000001,108.95700000000001,108.955,108.956,3
2019-11-11 08:02:50,108.958,108.962,108.958,108.96,5
2019-11-11 08:02:55,108.96,108.96,108.958,108.958,2
2019-11-11 08:03:00,108.959,108.961,108.959,108.961,4
2019-11-11 08:03:05,108.962,108.962,108.96,108.96,5
2019-11-11 08:03:10,108.961,108.961,108.96,108.96,4
2019-11-11 08:03:15,108.958,108.958,108.958,108.958,1
2019-11-11 08:03:20,108.958,108.958,108.958,108.958,1
2019-11-11 08:03:25,108.956,108.956,108.95,108.95,17
2019-11-11 08:03:30,108.95,108.95299999999999,108.95,108.95200000000001,6
2019-11-11 08:03:35,108.95,108.95200000000001,108.95,108.95200000000001,2
2019-11-11 08:03:40,108.95100000000001,108.95200000000001,108.95100000000001,108.95100000000001,3
2019-11-11 08:03:45,108.95200000000001,108.95200000000001,108.95100000000001,108.95200000000001,3
2019-11-11 08:03:55,108.95100000000001,108.95200000000001,108.95100000000001,108.95100000000001,5
2019-11-11 08:04:00,108.95200000000001,108.95200000000001,108.95200000000001,108.95200000000001,1
2019-11-11 08:04:05,108.95299999999999,108.956,108.95200000000001,108.956,5
2019-11-11 08:04:10,108.958,108.958,108.95700000000001,108.958,3
2019-11-11 08:04:15,108.959,108.959,108.958,108.958,2
2019-11-11 08:04:20,108.959,108.962,108.959,108.962,3
2019-11-11 08:04:25,108.96,108.96,108.958,108.959,16
2019-11-11 08:04:30,108.958,108.962,108.958,108.962,5
2019-11-11 08:04:35,108.964,108.96700000000001,108.964,108.96600000000001,4
2019-11-11 08:04:40,108.964,108.96600000000001,108.964,108.96600000000001,2
2019-11-11 08:04:45,108.96799999999999,108.96799999999999,108.96799999999999,108.96799999999999,3
2019-11-11 08:04:50,108.96799999999999,108.97,108.96799999999999,108.97,10
2019-11-11 08:04:55,108.971,108.978,108.971,108.978,11
2019-11-11 08:05:00,108.978,108.98,108.978,108.978,4
2019-11-11 08:05:05,108.979,108.98,108.979,108.979,3
2019-11-11 08:05:10,108.98,108.98,108.976,108.978,5
2019-11-11 08:05:15,108.976,108.976,108.976,108.976,1
2019-11-11 08:05:30,108.976,108.976,108.976,108.976,1
2019-11-11 08:05:35,108.97399999999999,108.97399999999999,108.97200000000001,108.973,10
2019-11-11 08:05:40,108.97399999999999,108.98,108.973,108.98,21
2019-11-11 08:05:50,108.978,108.978,108.976,108.976,2
2019-11-11 08:06:00,108.975,108.978,108.975,108.977,31
2019-11-11 08:06:05,108.979,108.979,108.978,108.978,2
2019-11-11 08:06:10,108.979,108.979,108.979,108.979,1
2019-11-11 08:06:15,108.978,108.98200000000001,108.978,108.98200000000001,6
2019-11-11 08:06:20,108.98,108.98,108.98,108.98,1
2019-11-11 08:06:25,108.978,108.978,108.977,108.977,2
2019-11-11 08:06:30,108.976,108.977,108.976,108.977,8
2019-11-11 08:06:35,108.978,108.98200000000001,108.978,108.98200000000001,3
2019-11-11 08:06:40,108.98200000000001,108.98200000000001,108.98100000000001,108.98100000000001,2
2019-11-11 08:06:45,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,1
2019-11-11 08:07:05,108.98299999999999,108.991,108.98299999999999,108.988,18
2019-11-11 08:07:10,108.988,108.988,108.986,108.988,6
2019-11-11 08:07:20,108.98700000000001,108.98700000000001,108.984,108.984,5
2019-11-11 08:07:25,108.985,108.988,108.985,108.985,9
2019-11-11 08:07:30,108.986,108.98700000000001,108.986,108.98700000000001,3
2019-11-11 08:07:35,108.986,108.986,108.984,108.986,7
2019-11-11 08:07:40,108.98700000000001,108.992,108.98700000000001,108.992,15
2019-11-11 08:07:45,108.99,108.99,108.99,108.99,4
2019-11-11 08:07:50,108.99,108.992,108.99,108.992,5
2019-11-11 08:07:55,108.992,108.993,108.992,108.993,4
2019-11-11 08:08:00,108.994,108.994,108.993,108.994,3
2019-11-11 08:08:05,108.993,108.994,108.992,108.992,3
2019-11-11 08:08:10,108.994,108.994,108.988,108.98899999999999,12
2019-11-11 08:08:15,108.988,108.98899999999999,108.988,108.98899999999999,4
2019-11-11 08:08:20,108.988,108.988,108.984,108.986,9
2019-11-11 08:08:25,108.984,108.985,108.98200000000001,108.984,14
2019-11-11 08:08:30,108.985,108.986,108.984,108.986,10
2019-11-11 08:08:35,108.985,108.986,108.984,108.984,22
2019-11-11 08:08:40,108.985,108.988,108.985,108.988,3
2019-11-11 08:08:45,108.986,108.986,108.984,108.984,3
2019-11-11 08:08:50,108.985,108.985,108.984,108.984,6
2019-11-11 08:08:55,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,1
2019-11-11 08:09:00,108.984,108.985,108.98200000000001,108.98299999999999,9
2019-11-11 08:09:10,108.98200000000001,108.98299999999999,108.98100000000001,108.98299999999999,8
2019-11-11 08:09:15,108.984,108.986,108.984,108.984,11
2019-11-11 08:09:20,108.985,108.985,108.984,108.985,3
2019-11-11 08:09:25,108.984,108.988,108.984,108.988,4
2019-11-11 08:09:30,108.986,108.988,108.984,108.988,8
2019-11-11 08:09:45,108.98899999999999,108.98899999999999,108.986,108.986,3
2019-11-11 08:09:50,108.988,108.988,108.988,108.988,1
2019-11-11 08:09:55,108.98700000000001,108.988,108.98700000000001,108.98700000000001,3
2019-11-11 08:10:00,108.988,108.98899999999999,108.984,108.984,6
2019-11-11 08:10:05,108.98299999999999,108.98299999999999,108.98299999999999,108.98299999999999,1
2019-11-11 08:10:10,108.984,108.984,108.984,108.984,2
2019-11-11 08:10:15,108.98200000000001,108.98299999999999,108.98200000000001,108.98299999999999,2
2019-11-11 08:10:30,108.98200000000001,108.98299999999999,108.98200000000001,108.98299999999999,2
2019-11-11 08:10:35,108.98200000000001,108.98200000000001,108.98100000000001,108.98200000000001,3
2019-11-11 08:11:00,108.984,108.984,108.984,108.984,1
2019-11-11 08:11:10,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,1
2019-11-11 08:11:20,108.984,108.984,108.98299999999999,108.98299999999999,2
2019-11-11 08:11:25,108.984,108.984,108.98299999999999,108.984,7
2019-11-11 08:11:40,108.98299999999999,108.984,108.98299999999999,108.984,2
2019-11-11 08:11:45,108.98299999999999,108.98299999999999,108.98100000000001,108.98200000000001,4
2019-11-11 08:11:50,108.984,108.984,108.984,108.984,1
2019-11-11 08:12:05,108.98200000000001,108.98299999999999,108.98100000000001,108.98200000000001,7
2019-11-11 08:12:10,108.98299999999999,108.98299999999999,108.98200000000001,108.98299999999999,5
2019-11-11 08:12:15,108.984,108.984,108.984,108.984,2
2019-11-11 08:12:20,108.984,108.984,108.984,108.984,2
2019-11-11 08:12:30,108.984,108.984,108.984,108.984,8
2019-11-11 08:12:35,108.984,108.99,108.984,108.988,6
2019-11-11 08:12:50,108.98700000000001,108.99,108.98700000000001,108.988,4
2019-11-11 08:12:55,108.988,108.988,108.984,108.986,5
2019-11-11 08:13:00,108.98700000000001,108.988,108.984,108.984,5
2019-11-11 08:13:05,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,4
2019-11-11 08:13:10,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,3
2019-11-11 08:13:40,108.984,108.984,108.984,108.984,1
2019-11-11 08:14:00,108.985,108.988,108.984,108.988,5
2019-11-11 08:14:05,108.986,108.988,108.986,108.98700000000001,8
2019-11-11 08:14:10,108.986,108.986,108.98299999999999,108.984,7
2019-11-11 08:14:15,108.984,108.988,108.984,108.988,5
2019-11-11 08:14:20,108.98899999999999,108.98899999999999,108.98899999999999,108.98899999999999,1
2019-11-11 08:14:25,108.988,108.988,108.98700000000001,108.98700000000001,2
2019-11-11 08:14:30,108.988,108.98899999999999,108.988,108.98899999999999,2
2019-11-11 08:14:35,108.988,108.98899999999999,108.988,108.98899999999999,2
2019-11-11 08:14:40,108.988,108.988,108.98299999999999,108.98299999999999,7
2019-11-11 08:14:45,108.984,108.984,108.984,108.984,4
2019-11-11 08:14:55,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,1
2019-11-11 08:15:00,108.984,108.984,108.984,108.984,9
2019-11-11 08:15:10,108.984,108.984,108.984,108.984,4
2019-11-11 08:15:15,108.985,108.985,108.985,108.985,1
2019-11-11 08:15:20,108.984,108.984,108.984,108.984,7
2019-11-11 08:15:30,108.98200000000001,108.98299999999999,108.98200000000001,108.98299999999999,2
2019-11-11 08:15:40,108.98200000000001,108.98200000000001,108.976,108.976,5
2019-11-11 08:15:45,108.978,108.978,108.978,108.978,1
2019-11-11 08:16:00,108.976,108.976,108.97200000000001,108.973,8
2019-11-11 08:16:05,108.97200000000001,108.97399999999999,108.97200000000001,108.97200000000001,5
2019-11-11 08:16:10,108.973,108.973,108.97200000000001,108.973,3
2019-11-11 08:16:15,108.97399999999999,108.977,108.97399999999999,108.977,5
2019-11-11 08:16:20,108.978,108.978,108.977,108.977,2
2019-11-11 08:16:30,108.978,108.978,108.977,108.977,2
2019-11-11 08:16:40,108.978,108.978,108.978,108.978,4
2019-11-11 08:16:45,108.976,108.978,108.975,108.978,7
2019-11-11 08:17:00,108.98,108.98200000000001,108.978,108.98200000000001,9
2019-11-11 08:17:05,108.98100000000001,108.985,108.98100000000001,108.985,8
2019-11-11 08:17:10,108.984,108.985,108.984,108.984,5
2019-11-11 08:17:20,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,2
2019-11-11 08:17:25,108.98200000000001,108.984,108.98200000000001,108.984,4
2019-11-11 08:17:55,108.98200000000001,108.98200000000001,108.98200000000001,108.98200000000001,1
2019-11-11 08:18:00,108.98100000000001,108.98100000000001,108.98,108.98,2
2019-11-11 08:18:10,108.978,108.979,108.978,108.979,2
2019-11-11 08:18:15,108.98,108.98299999999999,108.98,108.98,10
2019-11-11 08:18:20,108.978,108.98,108.978,108.98,2
2019-11-11 08:18:25,108.978,108.98100000000001,108.978,108.98100000000001,3
2019-11-11 08:18:30,108.98200000000001,108.98299999999999,108.98200000000001,108.98299999999999,2
2019-11-11 08:18:40,108.984,108.984,108.984,108.984,2
2019-11-11 08:18:50,108.984,108.984,108.984,108.984,8
2019-11-11 08:18:55,108.984,108.984,108.984,108.984,1
2019-11-11 08:19:05,108.984,108.984,108.984,108.984,4
2019-11-11 08:19:10,108.984,108.984,108.984,108.984,2
2019-11-11 08:19:20,108.984,108.984,108.984,108.984,3
2019-11-11 08:19:25,108.984,108.984,108.984,108.984,3
2019-11-11 08:19:30,108.984,108.988,108.984,108.988,7
2019-11-11 08:19:35,108.99,108.99,108.986,108.986,4
2019-11-11 08:19:40,108.98700000000001,108.98700000000001,108.98700000000001,108.98700000000001,1
2019-11-11 08:19:45,108.986,108.986,108.986,108.986,4
2019-11-11 08:19:50,108.988,108.988,108.984,108.984,7
2019-11-11 08:19:55,108.984,108.984,108.984,108.984,3
2019-11-11 08:20:00,108.984,108.984,108.984,108.984,2
2019-11-11 08:20:15,108.985,108.988,108.985,108.98700000000001,4
2019-11-11 08:20:20,108.985,108.986,108.985,108.985,7
2019-11-11 08:20:25,108.986,108.986,108.985,108.985,2
2019-11-11 08:20:30,108.986,108.986,108.985,108.985,2
2019-11-11 08:20:35,108.984,108.984,108.984,108.984,1
2019-11-11 08:20:40,108.985,108.988,108.985,108.986,6
2019-11-11 08:20:45,108.985,108.985,108.985,108.985,1
2019-11-11 08:20:55,108.984,108.986,108.984,108.985,8
2019-11-11 08:21:00,108.986,108.986,108.984,108.984,11
2019-11-11 08:21:05,108.985,108.985,108.985,108.985,1
2019-11-11 08:21:10,108.984,108.985,108.984,108.984,3
2019-11-11 08:21:15,108.985,108.985,108.984,108.985,3
2019-11-11 08:21:20,108.986,108.98899999999999,108.985,108.98899999999999,5
2019-11-11 08:21:25,108.98899999999999,108.991,108.98899999999999,108.991,2
2019-11-11 08:21:30,108.992,108.992,108.99,108.99,3
2019-11-11 08:21:35,108.991,109.008,108.991,109.008,14
2019-11-11 08:21:40,109.007,109.007,109.0,109.0,11
2019-11-11 08:21:45,109.00200000000001,109.00200000000001,109.0,109.00200000000001,3
2019-11-11 08:21:50,109.00299999999999,109.00399999999999,109.00200000000001,109.00299999999999,5
2019-11-11 08:21:55,109.00399999999999,109.00399999999999,109.00399999999999,109.00399999999999,1
2019-11-11 08:22:05,109.006,109.006,109.00299999999999,109.00299999999999,7
2019-11-11 08:22:10,109.00200000000001,109.00299999999999,109.00200000000001,109.00200000000001,5
2019-11-11 08:22:15,109.00299999999999,109.00299999999999,109.00200000000001,109.00200000000001,2
2019-11-11 08:22:20,109.00299999999999,109.00299999999999,109.00200000000001,109.00200000000001,4
2019-11-11 08:22:25,109.00299999999999,109.00299999999999,109.00200000000001,109.00200000000001,8
2019-11-11 08:22:30,109.00299999999999,109.00399999999999,109.00200000000001,109.00200000000001,4
2019-11-11 08:22:45,109.00200000000001,109.00399999999999,109.00200000000001,109.00399999999999,6
2019-11-11 08:22:50,109.00399999999999,109.00399999999999,109.00399999999999,109.00399999999999,2
2019-11-11 08:22:55,109.00399999999999,109.00399999999999,109.00200000000001,109.00200000000001,3
2019-11-11 08:23:10,109.00399999999999,109.00399999999999,109.00399999999999,109.00399999999999,1
2019-11-11 08:23:15,109.006,109.006,109.005,109.006,3
2019-11-11 08:23:20,109.007,109.008,109.007,109.008,2
2019-11-11 08:23:25,109.007,109.007,109.006,109.007,3
2019-11-11 08:23:30,109.006,109.007,109.006,109.007,2
2019-11-11 08:23:35,109.006,109.007,109.006,109.006,5
2019-11-11 08:23:40,109.007,109.007,109.00200000000001,109.00200000000001,7
2019-11-11 08:23:45,109.00200000000001,109.00200000000001,109.00200000000001,109.00200000000001,4
2019-11-11 08:23:50,109.00200000000001,109.00200000000001,109.00200000000001,109.00200000000001,3
2019-11-11 08:24:00,109.0,109.001,109.0,109.001,2
2019-11-11 08:24:10,109.0,109.0,108.99600000000001,108.99600000000001,4
2019-11-11 08:24:20,108.99600000000001,108.99600000000001,108.99600000000001,108.99600000000001,5
2019-11-11 08:24:30,108.994,108.994,108.992,108.994,13
2019-11-11 08:24:35,108.993,108.993,108.99,108.992,7
2019-11-11 08:24:40,108.994,108.994,108.994,108.994,1
2019-11-11 08:24:45,108.993,108.994,108.993,108.994,2
2019-11-11 08:25:05,108.992,108.992,108.99,108.99,3
2019-11-11 08:25:15,108.988,108.99799999999999,108.988,108.99700000000001,9
2019-11-11 08:25:20,108.99799999999999,108.99799999999999,108.99700000000001,108.99799999999999,7
2019-11-11 08:25:25,108.99700000000001,108.99799999999999,108.99700000000001,108.99700000000001,3
2019-11-11 08:25:30,108.99799999999999,109.0,108.99799999999999,108.99799999999999,6
2019-11-11 08:25:35,108.99600000000001,108.99600000000001,108.99600000000001,108.99600000000001,1
2019-11-11 08:25:40,108.99799999999999,108.99799999999999,108.99600000000001,108.99600000000001,6
2019-11-11 08:25:45,108.99799999999999,108.99799999999999,108.99600000000001,108.99799999999999,3
2019-11-11 08:25:50,108.99600000000001,108.99799999999999,108.99600000000001,108.99700000000001,5
2019-11-11 08:25:55,108.99600000000001,108.99600000000001,108.99600000000001,108.99600000000001,1
2019-11-11 08:26:00,108.99700000000001,108.99700000000001,108.99700000000001,108.99700000000001,1
2019-11-11 08:26:05,108.99600000000001,108.99700000000001,108.99600000000001,108.99700000000001,2
2019-11-11 08:26:10,108.99799999999999,108.99799999999999,108.99600000000001,108.99799999999999,3
2019-11-11 08:26:15,108.99799999999999,108.99799999999999,108.99799999999999,108.99799999999999,3
2019-11-11 08:26:20,109.0,109.0,109.0,109.0,1
2019-11-11 08:26:25,109.001,109.001,108.999,108.999,3
2019-11-11 08:26:30,109.0,109.0,108.999,109.0,7
2019-11-11 08:26:35,109.001,109.00299999999999,109.001,109.00299999999999,2
2019-11-11 08:26:40,109.00200000000001,109.00200000000001,109.0,109.0,2
2019-11-11 08:26:50,109.00200000000001,109.00299999999999,109.00200000000001,109.00200000000001,5
2019-11-11 08:26:55,109.00299999999999,109.00399999999999,109.00299999999999,109.00399999999999,2
2019-11-11 08:27:00,109.00299999999999,109.00299999999999,109.00299999999999,109.00299999999999,1
2019-11-11 08:27:05,109.00200000000001,109.00399999999999,109.00200000000001,109.00299999999999,10
2019-11-11 08:27:10,109.00200000000001,109.00299999999999,109.00200000000001,109.00200000000001,3
2019-11-11 08:27:15,109.00299999999999,109.00299999999999,108.99799999999999,109.0,5
2019-11-11 08:27:20,108.999,108.999,108.99600000000001,108.99600000000001,3
2019-11-11 08:27:40,108.99799999999999,108.99799999999999,108.99600000000001,108.99799999999999,13
2019-11-11 08:27:45,108.99600000000001,108.99600000000001,108.99600000000001,108.99600000000001,1
2019-11-11 08:27:50,108.99600000000001,108.99600000000001,108.992,108.992,3
2019-11-11 08:27:55,108.992,108.992,108.992,108.992,2
2019-11-11 08:28:00,108.992,108.992,108.992,108.992,3
2019-11-11 08:28:05,108.994,108.99600000000001,108.994,108.99600000000001,2
2019-11-11 08:28:10,108.994,108.994,108.993,108.993,2
2019-11-11 08:28:15,108.991,108.992,108.991,108.991,3
2019-11-11 08:28:20,108.992,108.992,108.991,108.992,3
2019-11-11 08:28:25,108.994,108.994,108.993,108.993,4
2019-11-11 08:28:30,108.994,108.99799999999999,108.994,108.99799999999999,4
2019-11-11 08:28:40,108.99600000000001,108.99799999999999,108.99600000000001,108.99799999999999,4
2019-11-11 08:28:45,108.99799999999999,109.00200000000001,108.99799999999999,109.00200000000001,3
2019-11-11 08:28:50,109.00299999999999,109.00299999999999,109.00200000000001,109.00200000000001,2
